1396137608,2,10.0000,2974.0000
1396137608,2,1.0000,2973.3500
1396137609,1,0.5000,2973.3500
1396137613,1,0.7090,2973.3500
1396137613,1,0.3310,2973.3500
1396137614,1,0.0310,2973.3400
1396137621,2,0.2580,2973.2100
1396137621,2,0.2700,2972.3400
1396137621,2,0.2536,2972.3000
1396137621,2,0.2184,2971.7700
1396137624,1,0.2580,2973.2100
1396137624,1,4.1402,2973.3200
1396137624,1,0.2396,2973.3300
1396137624,1,0.2057,2973.3300
1396137624,1,0.1565,2973.3300
1396137626,2,0.0576,2971.7700
1396137626,2,0.1984,2971.5300
1396137629,1,0.0010,2973.2100
1396137637,2,0.2589,2972.3600
1396137639,2,0.9000,2972.0000
1396137639,2,0.1316,2971.5300
1396137639,2,0.2503,2970.8600
1396137639,2,0.0423,2970.8400
1396137641,2,0.2877,2970.8400
1396137641,2,0.3534,2970.6900
1396137641,2,0.3157,2970.5800
1396137641,2,0.3020,2970.5100
1396137645,2,1.0000,2970.1300
1396137655,2,1.0472,2970.0000
1396137658,2,0.0076,2967.5000
1396137658,2,0.0134,2967.5000
1396137662,1,1.0000,2970.0000
1396137666,1,0.0938,2969.9800
1396137666,1,0.2501,2969.9800
1396137666,1,0.2586,2969.9800
1396137666,1,0.3975,2970.0000
1396137684,1,0.0012,2969.9900
1396137708,2,0.2625,2967.6300
1396137708,2,0.2375,2967.6300
1396137716,2,0.0200,2967.6400
1396137717,1,0.2377,2969.9700
1396137717,1,0.2623,2969.9700
1396137718,2,1.0329,2967.6400
1396137718,2,0.0175,2967.6300
1396137718,2,0.2486,2967.6300
1396137718,2,0.7766,2967.5000
1396137718,2,0.2840,2967.0000
1396137718,2,0.6404,2967.0000
1396137741,2,0.2622,2967.6600
1396137741,2,0.2662,2967.6600
1396137741,2,3.6896,2967.0000
1396137741,2,0.7820,2967.0000
1396137749,2,1.5480,2967.0000
1396137749,2,5.8008,2966.5000
1396137749,2,0.2620,2966.4500
1396137762,1,0.2000,2966.4200
1396137763,2,0.3290,2966.0800
1396137764,2,0.2222,2965.3200
1396137764,2,0.2352,2964.9600
1396137764,2,0.0426,2964.9400
1396137764,2,0.2674,2964.9400
1396137764,2,0.0526,2964.9400
1396137765,2,0.2774,2964.9400
1396137766,1,0.0426,2964.9400
1396137766,2,0.2000,2964.9400
1396137768,2,0.0774,2964.9400
1396137768,2,0.0226,2964.7700
1396137774,1,0.5000,2964.9200
1396137776,1,0.5529,2964.9200
1396137776,1,0.7120,2964.9300
1396137776,1,0.2900,2966.0800
1396137776,1,0.2362,2966.3900
1396137776,1,0.0089,2966.4200
1396137781,1,0.2486,2964.9000
1396137781,1,0.2623,2964.9000
1396137791,2,0.4116,2964.9600
1396137867,2,0.6712,2966.4200
1396137867,2,1.3459,2965.9900
1396137867,2,0.2454,2965.0200
1396137867,2,0.2483,2965.0200
1396137867,2,0.2347,2965.0200
1396137867,2,0.2000,2965.0000
1396137867,2,0.0545,2965.0000
1396137878,2,2.9455,2965.0000
1396137878,2,10.0000,2965.0000
1396137878,2,0.1000,2965.0000
1396137886,2,4.0000,2965.0000
1396137886,2,3.4804,2964.9400
1396137927,2,3.6616,2964.9400
1396137927,2,0.0190,2964.9000
1396137927,2,0.3194,2964.7700
1396137927,2,0.2500,2964.5100
1396137927,2,0.3464,2964.3700
1396137927,2,0.2968,2964.2200
1396137927,2,0.3500,2964.2200
1396137927,2,0.3000,2964.0000
1396137927,2,2.0487,2964.0000
1396137927,2,0.1000,2964.0000
1396137927,2,0.3460,2963.4900
1396137927,2,0.0027,2963.0000
1396137927,2,0.3290,2962.7700
1396137927,2,0.3038,2961.7200
1396137927,2,0.2931,2960.6500
1396137927,2,0.3384,2960.6000
1396137927,2,0.2401,2960.1000
1396137927,2,0.2420,2960.0900
1396137927,2,0.3460,2960.0700
1396137927,2,0.2378,2960.0400
1396137927,2,0.2500,2960.0300
1396137927,2,0.2900,2960.0200
1396137927,2,3.4800,2960.0000
1396137927,2,10.0000,2960.0000
1396137928,1,0.2553,2960.0000
1396137932,1,0.0700,2959.9800
1396137944,1,0.4116,2959.7600
1396137944,1,0.0554,2959.7700
1396137951,1,0.2353,2959.7500
1396137951,1,0.3205,2959.7500
1396137951,1,0.1446,2959.7700
1396137951,1,0.1755,2959.9800
1396137951,1,1.5770,2959.9800
1396137957,2,0.3280,2958.7700
1396137958,1,2.0272,2958.7700
1396137958,1,2.4771,2959.9800
1396137958,1,0.4957,2960.0000
1396137959,2,0.1000,2959.9800
1396137963,1,1.7079,2958.7700
1396137963,1,1.6860,2958.7700
1396137964,1,0.0990,2958.7700
1396137965,2,0.0100,2958.4300
1396137967,2,0.2577,2958.4300
1396137967,2,0.0623,2958.4300
1396137972,2,0.0200,2958.4300
1396137974,1,0.2687,2958.7500
1396137974,1,3.2150,2958.7700
1396137974,1,0.7483,2958.7700
1396137977,2,0.0513,2958.7700
1396137977,2,0.1487,2958.7700
1396137984,1,4.5239,2960.0000
1396137988,2,0.0087,2958.7700
1396137988,2,0.0013,2958.7700
1396137994,1,0.0010,2960.0000
1396137994,2,0.2535,2958.7900
1396137994,2,0.0765,2958.7900
1396137997,2,0.1105,2958.7900
1396137997,2,0.2394,2958.7900
1396137997,2,3.9620,2958.7700
1396137997,1,0.3300,2958.7700
1396137997,1,0.2538,2959.9800
1396137997,1,22.7419,2960.0000
1396138012,2,0.2655,2958.4300
1396138012,2,0.2800,2958.4100
1396138012,2,0.2200,2958.2200
