1396224000,2,0.4855,2796.0600,7492595
1396224000,2,0.2489,2796.0400,7492596
1396224000,2,0.4301,2796.0400,7492597
1396224004,1,0.0500,2799.9600,7492598
1396224004,1,0.2940,2799.9800,7492599
1396224004,1,0.1560,2799.9800,7492600
1396224008,1,0.2490,2799.9600,7492601
1396224008,1,0.4859,2799.9600,7492602
1396224008,1,0.3543,2799.9800,7492603
1396224008,1,38.5140,2800.0000,7492604
1396224018,1,0.2600,2805.8200,7492605
1396224018,1,0.1000,2808.0000,7492606
1396224018,1,0.1400,2808.3800,7492607
1396224018,2,0.0300,2800.0400,7492608
1396224021,2,0.1000,2800.0000,7492609
1396224043,2,0.0300,2800.0600,7492610
1396224069,2,0.0300,2805.0000,7492611
1396224073,2,0.1700,2805.0000,7492612
1396224080,2,0.0500,2801.0000,7492613
1396224097,2,0.0500,2801.0000,7492614
1396224113,1,0.0300,2804.9800,7492615
1396224115,1,0.0300,2804.9900,7492616
1396224121,2,0.0700,2804.9800,7492617
1396224121,2,0.1000,2805.0200,7492618
1396224126,2,0.0700,2805.0400,7492619
1396224130,2,0.4223,2805.0400,7492620
1396224130,2,0.4156,2805.0200,7492621
1396224130,2,0.2109,2805.0200,7492622
1396224130,2,0.0834,2805.0200,7492623
1396224130,2,0.4936,2805.0200,7492624
1396224130,2,0.0078,2805.0000,7492625
1396224130,2,0.2196,2801.0500,7492626
1396224132,2,1.0000,2801.0500,7492627
1396224143,1,0.0500,2805.0100,7492628
1396224143,1,0.0300,2807.9800,7492629
1396224147,2,0.0300,2807.9800,7492630
1396224148,2,0.9388,2807.9800,7492631
1396224152,2,0.4122,2802.0000,7492632
1396224152,2,0.5878,2801.0000,7492633
1396224158,1,0.2411,2807.9600,7492634
1396224158,1,0.4938,2807.9600,7492635
1396224158,1,0.4922,2807.9600,7492636
1396224158,1,0.5155,2807.9600,7492637
1396224158,1,0.8107,2807.9800,7492638
1396224158,1,0.0300,2807.9800,7492639
1396224158,1,0.0715,2807.9800,7492640
1396224158,1,0.7686,2808.0000,7492641
1396224162,2,1.1614,2801.0800,7492642
1396224162,2,0.2697,2801.0800,7492643
1396224162,2,0.5176,2801.0800,7492644
1396224162,2,0.5102,2801.0800,7492645
1396224162,2,0.5194,2801.0800,7492646
1396224162,2,2.0217,2801.0600,7492647
1396224165,2,0.9783,2801.0600,7492648
1396224165,2,0.0217,2801.0000,7492649
1396224165,1,0.2691,2807.9400,7492650
1396224165,1,0.6309,2807.9400,7492651
1396224172,2,0.2673,2801.0800,7492652
1396224172,2,0.1395,2801.0000,7492653
1396224172,2,0.5631,2801.0000,7492654
1396224172,2,0.0301,2801.0000,7492655
1396224174,2,0.4098,2801.0000,7492656
1396224174,2,1.0102,2800.0800,7492657
1396224185,2,7.0000,2801.0000,7492658
1396224185,2,2.0554,2800.0800,7492659
1396224185,2,2.9533,2800.0700,7492660
1396224185,2,0.2968,2800.0000,7492661
1396224185,2,5.3305,2800.0000,7492662
1396224193,2,1.1730,2800.0000,7492663
1396224198,2,0.1612,2800.0000,7492664
1396224200,2,1.3290,2800.0000,7492665
1396224205,2,0.4840,2800.0000,7492666
1396224207,2,0.6468,2800.0000,7492667
1396224218,2,0.8755,2800.0000,7492668
1396224218,2,0.1245,2800.0000,7492669
1396224239,2,3.8755,2800.0000,7492670
1396224239,2,7.9545,2800.0000,7492671
1396224240,2,0.3968,2800.0000,7492672
1396224246,2,7.9882,2800.0000,7492673
1396224249,2,0.5305,2800.0000,7492674
1396224254,2,0.5257,2800.0200,7492675
1396224263,2,1.5831,2800.0000,7492676
1396224267,2,0.1970,2800.0000,7492677
1396224268,2,0.5257,2800.0000,7492678
1396224286,2,0.5482,2800.0000,7492679
1396224290,2,1.1619,2800.0200,7492680
1396224290,2,0.2760,2800.0000,7492681
1396224290,2,0.5255,2800.0000,7492682
1396224296,2,5.0000,2800.0000,7492683
1396224303,2,4.4745,2800.0000,7492684
1396224358,1,1.0000,2799.9800,7492685
1396224385,1,0.1619,2799.9800,7492686
1396224385,1,0.2687,2800.0000,7492687
1396224389,2,0.5694,2800.0000,7492688
1396224407,1,0.5098,2798.9800,7492689
1396224407,1,0.5171,2798.9800,7492690
1396224407,1,0.2673,2798.9800,7492691
1396224419,1,0.5193,2798.9800,7492692
1396224419,1,0.5134,2798.9800,7492693
1396224419,1,7.4306,2799.0000,7492694
1396224425,2,1.2762,2800.0000,7492695
1396224428,2,1.1609,2800.0200,7492696
1396224428,2,0.0044,2800.0000,7492697
1396224435,2,0.2561,2800.0000,7492698
1396224436,2,0.0179,2798.9800,7492699
1396224449,1,0.0200,2796.9800,7492700
1396224454,1,1.1409,2796.9800,7492701
1396224456,2,0.0200,2796.9800,7492702
1396224456,2,1.1609,2796.9800,7492703
1396224456,2,0.1111,2796.8100,7492704
1396224460,1,0.2381,2797.0000,7492705
1396224460,1,0.0200,2797.0000,7492706
1396224460,1,1.2806,2800.0000,7492707
1396224466,2,0.0100,2800.0000,7492708
1396224467,1,0.2689,2800.0200,7492709
1396224467,1,0.5070,2800.0200,7492710
1396224467,1,0.3850,2800.0200,7492711
1396224468,2,0.0088,2800.0200,7492712
1396224468,2,0.4838,2800.0200,7492713
1396224468,2,6.1093,2800.0000,7492714
1396224469,2,0.0100,2800.0000,7492715
1396224473,2,0.9900,2800.0200,7492716
1396224474,2,1.1598,2800.0400,7492717
1396224474,2,0.1302,2800.0200,7492718
1396224474,2,0.0407,2800.0200,7492719
1396224474,2,0.3646,2800.0200,7492720
1396224476,2,0.1536,2800.0200,7492721
1396224476,2,0.8364,2800.0000,7492722
1396224480,2,0.9900,2800.0000,7492723
1396224483,2,0.0750,2800.0000,7492724
1396224487,2,0.4306,2800.0000,7492725
1396224503,1,0.7686,2796.9800,7492726
1396224504,2,0.3020,2796.6500,7492727
1396224511,1,0.3912,2796.6300,7492728
1396224511,1,0.2689,2796.6300,7492729
1396224511,1,0.4844,2796.6300,7492730
1396224511,1,0.5052,2796.6300,7492731
1396224511,1,0.3503,2796.6500,7492732
1396224511,1,1.0000,2796.6500,7492733
1396224517,1,0.5072,2796.6300,7492734
1396224517,1,0.5180,2796.6300,7492735
1396224517,1,0.1346,2796.6500,7492736
1396224518,1,0.4000,2796.6500,7492737
1396224518,1,7.3515,2796.6500,7492738
1396224518,1,0.0744,2797.0000,7492739
1396224518,1,5.8436,2800.0000,7492740
1396224524,2,0.0200,2800.0000,7492741
1396224525,1,0.4985,2800.0200,7492742
1396224526,1,0.2678,2800.0200,7492743
1396224526,1,0.5037,2800.0200,7492744
1396224526,1,0.4764,2800.0200,7492745
1396224528,2,0.0324,2800.0200,7492746
1396224528,2,0.8406,2800.0000,7492747
1396224533,1,0.2300,2801.8200,7492748
1396224533,1,0.2678,2802.6000,7492749
1396224533,1,0.3922,2802.6000,7492750
1396224538,1,0.0200,2802.6000,7492751
1396224538,2,1.1617,2800.0400,7492752
1396224538,2,0.4910,2800.0200,7492753
1396224538,2,0.2529,2800.0200,7492754
1396224538,2,1.8509,2800.0000,7492755
1396224545,1,1.1188,2802.5800,7492756
1396224556,1,0.7500,2801.8200,7492757
1396224557,1,1.5718,2801.8200,7492758
1396224557,1,0.0429,2802.5800,7492759
1396224557,1,0.4913,2802.5800,7492760
1396224557,1,0.2532,2802.5800,7492761
1396224559,2,0.3000,2802.5800,7492762
1396224561,2,0.4987,2802.5800,7492763
1396224562,2,0.0911,2802.5800,7492764
1396224563,2,0.5090,2802.5800,7492765
1396224567,1,0.0100,2802.7000,7492766
1396224604,2,0.5143,2802.6000,7492767
1396224604,2,0.2540,2802.6000,7492768
1396224604,2,0.2317,2802.6000,7492769
1396224605,1,0.3500,2802.7000,7492770
1396224605,1,0.2700,2802.7000,7492771
1396224605,1,0.2600,2802.7000,7492772
1396224605,1,0.2350,2803.4300,7492773
1396224605,1,0.3360,2803.4500,7492774
1396224605,1,0.3400,2803.7400,7492775
1396224605,1,0.3253,2804.5400,7492776
1396224605,1,0.2834,2804.5400,7492777
1396224605,1,0.3200,2804.5400,7492778
1396224605,1,0.2063,2804.7600,7492779
1396224607,2,0.2584,2802.6000,7492780
1396224607,2,0.5123,2802.6000,7492781
1396224607,2,0.2293,2802.6000,7492782
1396224612,2,0.2770,2802.6000,7492783
1396224612,2,1.7230,2800.0000,7492784
1396224622,2,0.6443,2802.9000,7492785
1396224642,1,0.1705,2800.0100,7492786
1396224644,1,0.1852,2800.0100,7492787
1396224732,2,1.1606,2800.3700,7492788
1396224739,1,1.1606,2800.1300,7492789
1396224739,1,1.4744,2800.1500,7492790
1396224740,2,0.4903,2800.5000,7492791
1396224743,2,0.5063,2800.5000,7492792
1396224743,2,0.2540,2800.5000,7492793
1396224743,2,0.5122,2800.5000,7492794
1396224755,2,0.5138,2801.0200,7492795
1396224756,2,0.6476,2801.0200,7492796
1396224756,2,1.4602,2801.0000,7492797
1396224756,2,0.4862,2800.5200,7492798
1396224756,2,0.5055,2800.5200,7492799
