1378035025,2,0.4600,806.3700
1378035025,1,0.5600,810.0000
1378035025,2,4.4400,806.3700
1378035025,1,0.8000,803.2000
1378035045,1,1.3280,804.6000
1378035045,1,1.1600,805.0000
1378036338,1,2.9400,810.0000
1378039233,2,1.1738,810.4000
1378039233,2,1.7319,810.0000
1378039233,2,1.0943,809.9120
1378039272,2,0.9057,809.9120
1378039768,2,1.4100,809.4080
1378039815,2,2.5900,809.4080
1378039815,2,0.1983,809.0000
1378040162,1,0.1147,808.6000
1378040162,1,0.8507,809.6000
1378040162,1,1.7346,809.6200
1378040585,1,2.1997,809.6200
1378041569,2,0.3400,810.2140
1378041615,2,1.6600,810.2140
1378041615,2,0.0600,810.2000
1378041674,2,0.0190,810.2000
1378041674,2,0.3463,810.0000
1378044687,1,2.6347,809.6000
1378045457,1,3.3310,810.6000
1378045509,1,0.6690,810.6000
1378045509,1,1.3310,810.7000
1378045554,1,1.0796,810.7000
1378045554,1,2.9014,811.6000
1378045589,1,0.6986,811.6000
1378045589,1,0.6014,811.6400
1378045631,1,3.0000,811.6400
1378045666,1,0.3986,811.6400
1378045666,1,1.1513,812.0000
1378045698,1,1.5200,812.0000
1378045756,1,4.6800,812.0000
1378045796,1,4.6000,812.0000
1378046149,1,0.0487,812.0000
1378046149,1,1.0000,813.0000
1378046149,1,0.5667,813.0000
1378047087,2,0.2897,815.0000
1378047087,2,1.3503,814.8500
1378047140,2,0.3597,814.8500
1378047140,2,3.0000,814.4480
1378047140,2,1.0246,814.0000
1378047140,2,0.5157,809.9120
1378047188,2,0.9496,809.9120
1378047335,1,0.5200,809.6000
1378047335,1,2.0504,809.6200
1378050076,2,2.1200,814.2500
1378050076,2,0.8800,814.2000
1378050121,2,1.1200,814.2000
1378050173,2,1.0000,813.4500
1378050173,2,0.8000,813.4400
1378050377,2,2.8100,811.4340
1378050667,2,1.0800,811.4340
1378050667,2,3.1200,811.4300
1378050712,2,0.8790,811.4300
1378050712,2,1.5710,811.4240
1378050749,2,0.4586,811.4240
1378051584,1,1.4550,810.6000
1378051621,1,3.4250,810.6000
1378051621,1,1.3833,810.6380
1378051671,1,1.2837,810.6380
1378051671,1,1.1414,810.7700
1378054991,1,1.5888,812.7000
1378055030,1,0.6112,812.7000
1378055030,1,0.8588,814.0000
1378055076,1,0.1790,814.0000
1378055124,1,1.1422,814.0000
1378056346,1,1.9000,814.6760
1378056346,1,1.1000,814.6800
1378056395,1,0.6000,814.6800
1378056451,1,1.2416,814.6800
1378056451,1,1.1237,814.7000
1378056486,1,0.9000,814.7000
1378056537,1,1.9763,814.7000
1378056537,1,0.2637,815.6880
1378056597,1,1.7363,815.6880
1378056956,2,3.0000,816.5000
1378056956,2,1.9000,816.4540
1378056998,2,0.2548,816.4540
1378057038,1,3.4050,815.0000
1378057095,1,0.3402,815.0000
